frt_nut_grapes_wine_prod, hay_crl_for_hay, frt_nut_pome_frt_apples, brdacrcrp_crlcrp_brly, brdacrcrp_crlcrp_maize, frt_nut_grapes_total, frt_nut_stn_frt_cherries, frt_nut_pome_frt_pear, frt_nut_citrus_oth_nec, frt_nut_pome_frt_oth_nec, nursry_flwrs_turf_cut_flwrs_outdoor, frt_nut_stn_frt_plums, veggies_total, veggies_beans, brdacrcrp_non_crlcrp_chickpeas, brdacrcrp_crlcrp_rice, frt_nut_citrus_limes, veggies_tomatoes_process, frt_nut_oth_frt_strawberries, frt_nut_orchard_fruit_avocados, frt_nut_stn_frt_peaches, livstk_prod_eggs, livstk_slght_oth_oth_nec, brdacrcrp_non_crlcrp_lentils, brdacrcrp_total, veggies_potatoe, frt_nut_oth_frt_oth_berr_nec, total_agriculture, veggies_pumpkins, brdacrcrp_non_crlcrp_mung_bean, nursry_flwrs_turf_turf, brdacrcrp_othcrp_nec, hay_total, veggies_lettuces, frt_nut_stn_frt_nectarines, brdacrcrp_non_crlcrp_lupins, nursry_flwrs_turf_total, veggies_peas_fresh, brdacrcrp_non_crlcrp_faba_beans, livstk_slght_oth_poultry, livstk_slght_oth_sheep_lamb, frt_nut_stn_frt_oth_nec, veggies_cauliflowers, veggies_oth_nec, frt_nut_citrus_grapefruits, livstk_prod_wool, veggies_peas_process, veggies_broccoli, livstk_prod_milk, brdacrcrp_non_crlcrp_cotton, brdacrcrp_crlcrp_tritcle, frt_nut_stn_frt_apricots, livstk_slght_oth_catl_calves, brdacrcrp_crlcrp_oth_crl, brdacrcrp_non_crlcrp_oilseed_oth, livstk_slght_oth_total, frt_nut_orchard_fruit_mangoes, veggies_onions, frt_nut_citrus_oranges, frt_nut_citrus_lemons, brdacrcrp_crlcrp_wheat, nursry_flwrs_turf_cut_flwrs, brdacrcrp_non_crlcrp_peanuts, livstk_prod_total, frt_nut_citrus_mandarins, nursry_flwrs_turf_nursry_outdoor, brdacrcrp_crlcrp_srgum, frt_nut_nuts_almonds, frt_nut_oth_frt_kiwifruit, frt_nut_oth_frt_oth_nec, hay_oth_crp_for_hay, frt_nut_orchard_fruit_oth_nec, veggies_tomatoes_fresh, frt_nut_oth_frt_pineapples, livstk_slght_oth_goats, nursry_flwrs_turf_nursry_undcov, veggies_cabbages, frt_nut_oth_frt_bananas, hay_lucerne_cut_for_hay, livstk_slght_oth_pigs, hay_oth_psture_for_hay, veggies_mushrooms, frt_nut_excl_grp_total, frt_nut_oth_frt_blueberries, brdacrcrp_non_crlcrp_sugar_cane, sa2_name11, veggies_melons, total_crp_value, nursry_flwrs_turf_cut_flwrs_undcov, veggies_brssl_sprts, veggies_carrots, brdacrcrp_non_crlcrp_oilseed_canola, veggies_sweet_corn, frt_nut_grapes_oth_use, frt_nut_nuts_macadamias, nursry_flwrs_turf_nurseries, veggies_capsicum, sa2_code11, brdacrcrp_non_crlcrp_oth_pulses, frt_nut_nuts_oth_nec, brdacrcrp_crlcrp_oats
1099844.1,null,5675878.0,null,null,1099844.1,7655349.5,545963.7,null,null,607088.44,105629.23,616908.5,null,null,null,null,null,1.5837664E7,null,null,null,0.0,null,null,null,4179958.0,5.4837256E7,2309.02,null,null,null,427855.28,null,null,null,1.0556761E7,null,null,null,183587.4,null,null,108302.34,null,61632.55,null,null,1844190.9,null,null,7749.17,1949186.4,null,null,2958223.2,null,null,null,2175344.0,null,6421396.5,null,1905823.5,null,2585509.0,null,null,null,null,33637.99,16208.32,127699.29,null,null,1549855.9,null,null,null,null,394217.28,null,3.727184E7,1072095.2,null,"Wandin - Seville",null,4.9973208E7,5814308.0,null,null,null,2053.86,null,null,4135365.0,376544.0,"211051285",null,null,null
690200.1,36870.78,1.2326771E7,null,null,690200.1,40226.31,190105.6,null,null,529065.75,112641.63,604056.6,null,null,null,142.21,null,4548164.0,null,48152.61,null,0.0,null,0.0,null,2105237.5,4.85002E7,null,null,null,null,345689.88,null,88766.97,null,2.3290456E7,null,null,null,248194.34,null,null,604056.6,43.53,87297.41,null,null,1040758.4,null,null,39519.49,1758368.9,null,null,2011714.5,null,null,54.06,8174.47,null,1395619.2,null,1128055.9,452.29,2.1520664E7,null,null,9278.94,null,1681.9,null,null,null,5151.29,374173.97,null,null,8095.23,null,299041.97,null,2.0430024E7,912294.06,null,"Yarra Valley",null,4.5360428E7,866553.5,null,null,null,null,0.0,null,2.1894838E7,null,"211051286",null,null,0.0
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2659046.0,null,null,null,null,6236.68,null,null,null,2581488.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71321.41,null,null,71321.41,null,null,null,null,null,2545991.0,null,null,null,35496.95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6236.68,null,null,null,null,"Beaconsfield - Officer",null,2587724.5,2545991.0,null,null,null,null,null,null,35496.95,null,"212011287",null,null,null
null,null,706168.0,null,null,null,null,39052.51,null,null,null,18601.06,1.1185043E7,null,null,null,null,null,null,null,null,7476400.5,0.0,null,153912.38,6237566.0,null,8.7069376E7,null,null,null,null,8410604.0,null,null,null,3196121.0,null,null,2.5379422E7,435461.22,null,null,3810910.5,null,169140.89,null,null,1.6796032E7,null,null,null,1.3061793E7,null,null,3.89183E7,null,null,null,null,109051.09,null,null,2.4441572E7,null,639356.56,null,null,null,null,null,null,null,null,2853.4,2556764.5,1136566.4,null,336788.16,38769.2,8073815.5,null,763821.56,null,null,"Bunyip - Garfield",null,2.3709502E7,null,null,null,44246.12,null,null,null,3196121.0,null,"212011288",null,null,null
3916.47,null,null,null,null,3916.47,null,null,null,null,3503059.2,null,4518460.5,46840.3,null,null,8518.05,null,null,null,null,null,0.0,null,null,4401365.0,427667.84,1.9298218E7,null,null,null,null,226300.48,null,null,null,6979902.0,null,null,1723284.8,4356.88,null,null,null,null,1384.34,null,null,837177.25,null,null,null,1628579.6,null,null,3356221.2,null,null,null,739005.3,null,4080456.0,null,838561.6,null,2571957.5,null,null,1720497.5,null,null,null,null,null,null,327488.72,null,null,null,null,226300.48,null,3374856.2,479167.5,null,"Emerald - Cockatoo",null,1.5103436E7,577396.8,null,null,null,null,null,null,2899446.2,null,"212011289",null,null,null
null,26792.15,null,null,null,null,null,null,null,null,null,null,5.086862E7,260902.25,null,null,null,null,2038242.8,null,null,5787246.0,0.0,null,30826.8,3905.07,null,1.73137024E8,86686.2,null,2957177.2,null,2.5065506E7,null,null,null,3122412.0,7922.27,null,4.2192964E7,13847.77,null,35511.64,4.7109676E7,null,9452.95,null,1759631.8,2.5444042E7,null,null,null,1.8471568E7,null,null,6.0770668E7,null,404480.88,null,null,10285.16,165234.81,null,3.124074E7,null,null,null,null,null,null,null,null,51558.08,null,75064.18,null,73788.7,null,94555.92,17222.84,2.4944158E7,null,2038242.8,null,null,"Koo Wee Rup",null,8.1125608E7,165234.81,null,null,16860.91,904544.7,null,null,null,170015.38,"212011290",null,null,3680.73
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,338955.6,null,null,null,null,31377.22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,307578.34,null,null,307578.34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31377.22,null,null,null,null,"Berwick - North",null,31377.22,null,null,null,null,null,null,null,null,null,"212021293",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2110065.8,null,null,null,null,null,null,null,null,2110065.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,287710.47,null,null,null,null,null,null,null,null,null,1822355.2,null,null,null,null,null,null,null,null,null,"Berwick - South",null,2110065.8,null,null,null,null,null,null,null,2110065.8,null,"212021294",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,1.0840385E7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.0840385E7,null,null,null,null,null,1129072.1,null,null,null,null,null,null,null,null,null,6350764.0,null,null,null,1758491.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Cranbourne North",null,1.0840385E7,null,1602057.6,null,null,null,null,null,null,null,"212031302",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,59997.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2096790.4,null,null,null,null,null,48066.81,null,null,2036792.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2036792.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11930.78,null,null,null,null,null,null,null,null,"Narre Warren South",null,2096790.4,2036792.8,null,null,null,null,null,null,null,null,"212031307",null,null,null
null,null,null,null,null,null,null,null,null,null,1461295.4,null,3.2219486E7,null,null,null,null,null,null,null,null,1.3323183E7,0.0,null,null,null,null,6.8182128E7,null,null,null,null,338082.22,5262711.5,null,null,1.4563189E7,null,null,6477416.5,5445.83,null,null,2.668367E7,null,3855.86,null,null,762798.7,null,null,null,488673.72,null,null,6971536.0,null,220558.23,null,null,null,1.1243883E7,null,1.4089838E7,null,1987336.2,null,null,null,null,null,null,null,null,null,1331969.6,52546.84,null,null,null,338082.22,null,null,null,null,"Pearcedale - Tooradin",null,4.7120756E7,9782588.0,null,null,null,null,null,null,3319306.0,null,"212031308",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,875570.8,null,null,null,null,null,null,null,null,191806.97,null,null,null,436639.88,null,null,null,null,210419.38,null,null,null,null,null,null,36704.56,null,null,473344.44,null,null,null,null,null,null,null,210419.38,null,191806.97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Oakleigh - Huntingdale",null,191806.97,null,null,null,null,null,null,null,191806.97,null,"212051326",null,null,null
null,null,null,null,null,null,null,null,null,null,203768.83,null,4677394.0,null,null,null,null,null,null,null,null,5691662.0,0.0,null,null,null,null,1.890323E7,null,null,null,null,16143.94,141134.02,null,null,6185422.0,null,null,1938888.8,14.74,null,null,4536260.0,null,1114.55,null,null,null,null,null,null,392590.6,null,null,2331494.0,null,null,null,null,null,6185422.0,null,5692776.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16143.94,null,null,null,null,"Dandenong",null,1.087896E7,5981653.0,null,null,null,null,null,null,null,null,"212041311",null,null,null
null,null,null,null,null,null,null,null,null,null,567043.4,null,115355.5,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,3776027.0,null,null,null,null,3685.91,null,null,null,3452036.5,null,null,null,null,null,null,115355.5,null,null,null,null,null,null,null,null,41424.73,null,null,92099.29,null,null,null,null,null,567043.4,null,null,null,271726.56,null,null,null,null,null,null,null,null,null,2613266.5,null,null,null,null,3685.91,null,null,null,null,"Keysborough",null,3571078.0,null,null,null,null,null,null,null,2884993.2,null,"212041314",null,null,null
null,77669.69,null,132557.8,5112103.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7043883.0,null,null,7938543.5,null,null,null,null,122691.64,null,null,null,null,null,null,null,421.13,null,null,null,null,31853.92,null,null,null,null,null,null,739693.56,null,null,740114.7,null,null,null,null,1222735.4,null,null,31853.92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45021.95,null,null,null,null,null,null,"Deer Park - Derrimut",null,7166575.0,null,null,null,562915.4,null,null,null,null,null,"213011330",13571.46,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,299574.22,null,null,null,null,null,null,null,null,299574.22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,299574.22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Noble Park",null,299574.22,null,null,null,null,null,null,null,299574.22,null,"212041315",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,81788.32,null,null,2083785.2,null,null,null,null,373822.47,null,null,null,null,null,null,null,228.05,null,null,null,null,17249.41,null,null,null,null,null,null,1610131.1,null,null,1610925.1,null,null,null,null,81788.32,null,null,17249.41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50024.39,565.91,323798.1,null,null,null,null,"Mount Waverley - South",null,455610.78,null,null,null,null,null,null,null,null,null,"212051324",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,84162.03,null,null,84162.03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,84162.03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Tarneit",null,84162.03,null,null,null,null,null,null,null,null,null,"213051365",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29957.42,null,null,null,null,null,null,null,null,29957.42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29957.42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Sunshine",null,29957.42,null,null,null,null,null,null,null,29957.42,null,"213011336",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,290666.12,null,null,null,null,503.05,null,null,null,null,null,null,null,169569.84,null,null,null,null,120593.26,null,null,null,null,null,null,null,null,null,169569.84,null,null,null,null,null,null,null,120593.26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,503.05,null,null,null,null,"Sunshine West",null,503.05,null,null,null,null,null,null,null,null,null,"213011338",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,205991.95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,205991.95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,205991.95,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Taylors Lakes",null,205991.95,null,null,null,null,null,null,null,null,null,"213011340",null,null,null
null,null,4641375.5,null,null,null,91945.86,null,null,null,null,4049.34,1.3871219E7,null,null,null,null,null,null,null,1888.4,null,0.0,null,null,null,null,2.6934062E7,null,null,3942903.0,null,6000.05,1452189.2,5221.76,null,8099907.5,null,null,null,null,null,null,1.1972826E7,null,null,null,null,null,null,null,7361.72,205092.88,null,null,205092.88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4157004.5,446203.94,null,6000.05,null,null,null,4751842.5,null,null,"Bacchus Marsh",null,2.672897E7,null,null,null,null,null,null,null,4157004.5,null,"213041353",null,null,null
128778.82,null,null,null,null,128778.82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,20803.54,null,null,369235.6,null,null,null,null,null,null,null,null,null,null,null,null,136545.67,null,null,null,null,80404.05,null,null,null,null,null,null,null,null,null,139249.2,null,null,null,null,6882.95,null,null,80404.05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Hillside",null,149582.36,null,null,null,null,null,null,null,null,null,"213041355",null,null,6122.51
30906.92,null,null,null,null,30906.92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,169484.3,null,null,null,null,null,null,null,null,null,null,null,null,68057.78,null,null,null,null,35158.45,null,null,null,null,null,null,6401.18,null,null,74458.96,null,null,null,null,null,null,null,35158.45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Melton",null,59866.88,null,null,null,null,null,null,null,null,null,"213041356",null,null,null
null,null,null,28524.19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5455807.5,null,null,null,null,null,null,null,null,null,null,null,4250769.0,550615.56,null,null,null,null,400133.88,null,null,null,null,null,null,null,null,null,4801384.5,null,null,null,null,null,null,null,400133.88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Melton South",null,254288.78,null,null,null,null,null,null,null,null,null,"213041357",null,null,46605.18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,543.51,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1643.07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1643.07,null,null,null,null,null,null,null,543.51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Melton West",null,null,null,null,null,null,null,null,null,null,null,"213041358",null,null,null
null,null,null,145318.02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83406.17,null,null,374184.62,null,null,5112979.5,null,null,null,null,null,null,null,null,734567.4,null,null,3709655.0,null,null,null,null,null,null,null,null,null,null,null,null,63360.95,null,null,3854633.0,null,null,null,null,200786.94,null,null,131990.61,null,734567.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Rockbank - Mount Cottrell",null,1126355.9,null,null,null,null,null,null,null,734567.4,null,"213041359",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,4422726.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4422726.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4422726.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Point Cook",null,4422726.0,null,null,null,null,null,null,null,null,null,"213051364",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3978164.0,null,null,3978164.0,null,null,null,null,null,3978164.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Carrum Downs",null,3978164.0,null,null,null,null,null,null,null,null,null,"214011370",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3053789.0,null,null,null,null,null,null,null,null,1647690.5,null,null,823803.6,10.92,null,null,null,null,826.26,null,null,null,null,null,null,12182.93,null,null,835997.5,null,null,null,null,null,null,null,null,null,1540776.4,null,null,null,null,null,null,null,null,null,106914.09,null,null,null,null,null,null,null,null,null,"Langwarrin",null,1647690.5,null,null,null,null,null,null,null,1647690.5,null,"214011374",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,961187.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5234459.5,null,null,null,null,7371.81,null,null,null,4010214.2,null,null,null,9140.86,null,null,380300.1,null,5784.46,null,null,null,null,null,null,148065.06,null,null,239860.97,null,null,null,null,null,3818986.5,null,15824.58,null,null,null,null,null,null,null,null,580887.75,null,null,null,null,null,null,null,7371.81,null,null,null,null,"Skye - Sandhurst",null,4978774.0,3818986.5,null,null,null,null,null,null,null,null,"214011376",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2552162.5,null,null,null,null,5197.23,null,null,null,null,null,null,2325066.8,127060.03,null,null,null,null,44691.17,null,null,null,null,null,null,50147.31,null,null,2502274.0,null,null,null,null,null,null,null,44691.17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5197.23,null,null,null,null,"Truganina",null,5197.23,null,null,null,null,null,null,null,null,null,"213051366",null,null,null
49020.37,null,null,null,null,49020.37,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,6355797.5,null,null,null,null,89338.96,null,null,null,2248277.2,null,null,3273293.5,4840.3,null,null,null,null,2464.3,null,null,null,null,null,null,558101.5,null,null,3836235.5,null,null,null,null,null,null,null,null,null,1663847.1,null,null,null,null,null,null,null,null,null,584430.0,null,null,53033.05,null,36305.91,null,null,null,null,"Dromana",null,2386636.5,null,null,null,null,null,null,null,2248277.2,null,"214021377",null,null,null
1247348.1,null,2127312.0,null,null,1247348.1,363181.53,21247.1,null,2754.14,594329.0,1250.75,2.4695876E7,3091.26,null,null,null,null,1.349957E7,381710.4,293.61,null,0.0,null,91770.25,319880.34,null,8.475676E7,19247.55,null,null,null,369962.84,7526788.0,162.38,null,857218.7,null,null,3.8081816E7,68757.39,null,3133.38,1.5230516E7,null,41804.63,173.54,589702.06,null,null,null,null,2767565.8,null,null,4.091814E7,null,293829.53,null,874.61,91770.25,594329.0,null,41804.63,null,134808.4,null,null,null,null,null,null,null,null,null,128081.27,null,null,78888.98,null,291073.84,null,1.6534637E7,136280.4,null,"Flinders",null,4.3796812E7,null,null,709513.6,null,null,null,null,262889.7,null,"214021378",null,null,null
39148.76,null,null,null,null,39148.76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1111.84,0.0,null,null,null,null,8496476.0,null,null,null,null,54381.28,null,null,null,3550265.0,null,null,4310118.5,15368.05,null,null,null,null,13843.38,null,null,null,null,null,null,512238.62,null,null,4837725.5,null,null,null,null,null,null,null,14955.22,null,2602425.5,null,null,null,null,3097.94,null,null,null,null,947839.5,null,null,null,null,48679.19,null,null,null,null,"Hastings - Somers",null,3643795.0,null,null,null,null,null,null,null,3550265.0,null,"214021379",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,null,3823939.2,null,null,null,null,null,null,null,null,null,null,null,1797164.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1797164.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Mornington",null,null,null,null,null,null,null,null,null,null,null,"214021380",null,null,null
51901.49,null,null,null,null,51901.49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78443.94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26542.45,null,null,26542.45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Mount Eliza",null,51901.49,null,null,null,null,null,null,null,null,null,"214021381",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1366001.5,null,null,null,null,null,null,null,null,null,null,null,1365792.2,2.73,null,null,null,null,206.56,null,null,null,null,null,null,null,null,null,1365795.0,null,null,null,null,null,null,null,206.56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Mount Martha",null,null,null,null,null,null,null,null,null,null,null,"214021382",null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3012244.2,null,null,null,null,null,null,null,null,262129.9,null,null,2735509.5,null,null,null,null,null,null,null,null,null,null,null,null,14605.0,null,null,2750114.5,null,null,null,null,null,null,null,null,null,209701.95,null,null,null,null,null,null,null,null,null,52427.93,null,null,null,null,null,null,null,null,null,"Point Nepean",null,262129.9,null,null,null,null,null,null,null,262129.9,null,"214021383",null,null,null
141630.38,null,2410358.2,null,null,141630.38,null,20538.86,null,null,null,null,3.4258408E7,null,null,null,null,null,null,null,21066.67,1404.17,0.0,null,null,null,null,9.0858936E7,null,null,null,null,88397.24,1.2291829E7,14289.25,null,7215044.0,null,null,4.553716E7,22176.53,null,null,1.8446698E7,null,17992.3,null,3062120.0,null,null,null,null,1038237.6,null,null,4.6669776E7,null,null,null,null,null,100663.04,null,19396.46,null,4737646.0,null,null,null,null,null,null,null,null,63675.26,2376735.0,null,null,1311.12,8526.51,87086.12,null,2466253.0,null,null,"Somerville",null,4.4169764E7,100663.04,null,457759.6,null,null,null,null,7114381.0,null,"214021385",null,null,null
